"id" ,"cliente"                     ,"valor_pago" ,"produto"             ,"data_pagamento" ,"status_entrega"
1154 ,"Cauã Nascimento"             ,     4323.33 ,"Brinquedo"           ,"2022-06-26"     ,"Extraviado"
1155 ,"Marcos Vinicius Casa Grande" ,     4846.13 ,"Utensílio Doméstico" ,"2024-09-02"     ,"Extraviado"
1156 ,"Levi Moraes"                 ,     4515.34 ,"Utensílio Doméstico" ,"2020-06-16"     ,"Entregue"
1157 ,"João Vitor Freitas"          ,     2911.98 ,"Utensílio Doméstico" ,"2021-07-08"     ,"Devolvido"
1158 ,"Davi Lucca Peixoto"          ,     3813.45 ,"Brinquedo"           ,"2019-02-15"     ,"Extraviado"
1159 ,"Brayan Cardoso"              ,     4538.33 ,"Brinquedo"           ,"2021-07-09"     ,"Cancelado"
1160 ,"Maria Vitória Sousa"         ,     2723.54 ,"Utensílio Doméstico" ,"2024-07-22"     ,"Extraviado"
1161 ,"Mariana da Rosa"             ,     4145.91 ,"Ferramenta"          ,"2022-10-27"     ,"Extraviado"
1162 ,"Josué Macedo"                ,     3076.41 ,"Brinquedo"           ,"2022-10-18"     ,"Entregue"
1163 ,"Vitória Araújo"              ,     3319.22 ,"Brinquedo"           ,"2021-04-04"     ,"Em Devolução"
1164 ,"Oliver Siqueira"             ,     1581.97 ,"Utensílio Doméstico" ,"2024-05-28"     ,"Cancelado"
1165 ,"Gabrielly Freitas"           ,     1730.16 ,"Ferramenta"          ,"2020-10-04"     ,"Cancelado"
1166 ,"Ayla Cirino"                 ,     4720.44 ,"Ferramenta"          ,"2023-10-12"     ,"Extraviado"
1167 ,"Daniel Novais"               ,     1982.38 ,"Ferramenta"          ,"2022-08-19"     ,"Entregue"
1169 ,"Marina Cavalcanti"           ,     1506.73 ,"Ferramenta"          ,"2020-06-27"     ,"Entregue"
1170 ,"Manuela Moreira"             ,     4715.12 ,"Ferramenta"          ,"2019-11-09"     ,"Extraviado"
1172 ,"Alexandre Sampaio"           ,     3400.36 ,"Brinquedo"           ,"2021-09-10"     ,"Cancelado"
1173 ,"Alana Cunha"                 ,     2114.59 ,"Utensílio Doméstico" ,"2020-10-16"     ,"Extraviado"
1174 ,"Liz Nogueira"                ,     1994.75 ,"Brinquedo"           ,"2022-08-27"     ,"Entregue"
1175 ,"Olivia Borges"               ,     2407.36 ,"Brinquedo"           ,"2023-01-25"     ,"Entregue"
1177 ,"Alícia Campos"               ,     3186.83 ,"Brinquedo"           ,"2020-08-14"     ,"Devolvido"
1178 ,"Ana Cecília Abreu"           ,     3280.06 ,"Brinquedo"           ,"2020-07-16"     ,"Extraviado"
1179 ,"Maria Laura Macedo"          ,     3938.74 ,"Ferramenta"          ,"2019-08-12"     ,"Entregue"
1180 ,"Luiz Gustavo da Paz"         ,     4418.26 ,"Utensílio Doméstico" ,"2024-03-24"     ,"Extraviado"
1181 ,"Fernanda Peixoto"            ,     3110.22 ,"Ferramenta"          ,"2019-07-06"     ,"Entregue"
1182 ,"João das Neves"              ,     4850.48 ,"Utensílio Doméstico" ,"2022-03-15"     ,"Devolvido"
1183 ,"Vinícius da Cruz"            ,     1552.29 ,"Brinquedo"           ,"2024-05-05"     ,"Extraviado"
1184 ,"Bernardo Leão"               ,     4016.77 ,"Utensílio Doméstico" ,"2024-03-01"     ,"Entregue"
1185 ,"Vicente Carvalho"            ,     2643.14 ,"Brinquedo"           ,"2022-06-11"     ,"Entregue"
1186 ,"Giovanna Nascimento"         ,     3932.36 ,"Ferramenta"          ,"2019-08-19"     ,"Cancelado"
1187 ,"Ísis Guerra"                 ,     3807.42 ,"Ferramenta"          ,"2023-06-13"     ,"Cancelado"
1188 ,"João Vitor Macedo"           ,     3968.84 ,"Brinquedo"           ,"2021-03-25"     ,"Entregue"
1189 ,"Cecilia Castro"              ,     4519.44 ,"Brinquedo"           ,"2019-09-28"     ,"Extraviado"
1190 ,"Mateus Guerra"               ,     1351.39 ,"Brinquedo"           ,"2022-07-19"     ,"Devolvido"
1191 ,"Kaique Fogaça"               ,     3365.9  ,"Utensílio Doméstico" ,"2022-10-16"     ,"Em Devolução"
1192 ,"Sra. Helena Mendes"          ,     1225.31 ,"Utensílio Doméstico" ,"2021-12-07"     ,"Devolvido"
1193 ,"Luiza Monteiro"              ,     3522.66 ,"Ferramenta"          ,"2022-11-29"     ,"Devolvido"
1194 ,"Pedro Miguel da Rosa"        ,     1596.03 ,"Brinquedo"           ,"2019-11-09"     ,"Em Devolução"
1195 ,"Ana Júlia Pinto"             ,     2187.25 ,"Utensílio Doméstico" ,"2020-04-17"     ,"Extraviado"
1196 ,"Dr. Matteo Albuquerque"      ,     4622.11 ,"Brinquedo"           ,"2024-01-29"     ,"Extraviado"
1198 ,"Maria Laura Abreu"           ,     3697.97 ,"Brinquedo"           ,"2021-03-02"     ,"Extraviado"
1199 ,"Alexandre da Mata"           ,     2212.32 ,"Ferramenta"          ,"2024-03-28"     ,"Entregue"
1200 ,"Sra. Heloísa Casa Grande"    ,     2533.46 ,"Ferramenta"          ,"2023-07-05"     ,"Cancelado"
1202 ,"Sra. Maria Isis Cavalcante"  ,     1860.34 ,"Brinquedo"           ,"2020-12-25"     ,"Cancelado"
1203 ,"Maya Casa Grande"            ,     1804.6  ,"Brinquedo"           ,"2021-09-07"     ,"Em Devolução"
1204 ,"Srta. Valentina Dias"        ,     4113.13 ,"Brinquedo"           ,"2019-10-11"     ,"Devolvido"
1205 ,"Pedro Miguel Ferreira"       ,     4477.83 ,"Brinquedo"           ,"2023-09-26"     ,"Entregue"
1206 ,"Mariane Mendonça"            ,     1103.47 ,"Utensílio Doméstico" ,"2021-05-03"     ,"Entregue"
1207 ,"Gael Henrique Macedo"        ,     3765.09 ,"Ferramenta"          ,"2024-08-21"     ,"Cancelado"
1208 ,"Ana Julia Gomes"             ,     3478.39 ,"Utensílio Doméstico" ,"2019-03-14"     ,"Em Devolução"
1209 ,"Antonella Cirino"            ,     4309.96 ,"Brinquedo"           ,"2021-03-07"     ,"Extraviado"
1212 ,"Luiz Gustavo Jesus"          ,     1741.56 ,"Ferramenta"          ,"2021-10-01"     ,"Cancelado"
1213 ,"Stella Rios"                 ,     4691.92 ,"Utensílio Doméstico" ,"2024-09-26"     ,"Cancelado"
1214 ,"Marina Pacheco"              ,     1001.82 ,"Brinquedo"           ,"2021-09-23"     ,"Entregue"
1215 ,"Renan Cunha"                 ,     2712.82 ,"Ferramenta"          ,"2021-01-08"     ,"Em Devolução"
1216 ,"Augusto Aragão"              ,     1945.29 ,"Brinquedo"           ,"2019-12-23"     ,"Em Devolução"
1217 ,"João Vitor Rezende"          ,     4041.51 ,"Ferramenta"          ,"2019-01-16"     ,"Devolvido"
1218 ,"Paulo Rodrigues"             ,     1289.91 ,"Brinquedo"           ,"2020-05-01"     ,"Cancelado"
1219 ,"Maria Laura Novais"          ,     1925.06 ,"Utensílio Doméstico" ,"2024-07-11"     ,"Entregue"
1220 ,"Evelyn Fernandes"            ,     4318.78 ,"Utensílio Doméstico" ,"2022-08-25"     ,"Entregue"
1221 ,"Antonella Vieira"            ,     2029.63 ,"Utensílio Doméstico" ,"2020-11-29"     ,"Entregue"
1223 ,"Ana Clara Correia"           ,     2142.07 ,"Brinquedo"           ,"2021-03-18"     ,"Devolvido"
1224 ,"Vinicius Ferreira"           ,     2168.72 ,"Utensílio Doméstico" ,"2020-02-16"     ,"Cancelado"
1226 ,"Leonardo Moreira"            ,     3221.52 ,"Utensílio Doméstico" ,"2024-02-28"     ,"Entregue"
1227 ,"Rodrigo Ferreira"            ,     1944.52 ,"Brinquedo"           ,"2024-03-25"     ,"Extraviado"
1228 ,"Augusto das Neves"           ,     4813.59 ,"Ferramenta"          ,"2024-08-08"     ,"Extraviado"
1229 ,"Anthony Marques"             ,     1099.55 ,"Ferramenta"          ,"2021-12-21"     ,"Extraviado"
1231 ,"Maysa Campos"                ,     1457.15 ,"Utensílio Doméstico" ,"2019-07-07"     ,"Devolvido"
1232 ,"Carlos Eduardo Teixeira"     ,     3472.18 ,"Utensílio Doméstico" ,"2019-12-03"     ,"Extraviado"
1233 ,"Pedro Lucas Pimenta"         ,     4648.51 ,"Brinquedo"           ,"2019-06-19"     ,"Extraviado"
1234 ,"Maria Júlia Aparecida"       ,     2215.41 ,"Brinquedo"           ,"2024-10-01"     ,"Extraviado"
1235 ,"Samuel Câmara"               ,     1767.9  ,"Utensílio Doméstico" ,"2019-10-08"     ,"Em Devolução"
1236 ,"Luiz Gustavo Dias"           ,     1841.3  ,"Utensílio Doméstico" ,"2024-12-19"     ,"Entregue"
1237 ,"João Pedro Pimenta"          ,     2468.11 ,"Brinquedo"           ,"2022-03-31"     ,"Cancelado"
1239 ,"Nicole Nascimento"           ,     3131.8  ,"Brinquedo"           ,"2022-10-21"     ,"Em Devolução"
1240 ,"Igor Almeida"                ,     1562.94 ,"Utensílio Doméstico" ,"2019-09-18"     ,"Cancelado"
1241 ,"Srta. Emanuella Siqueira"    ,     2771.52 ,"Brinquedo"           ,"2021-06-27"     ,"Extraviado"
1242 ,"João Miguel Sousa"           ,     3560.84 ,"Ferramenta"          ,"2024-12-24"     ,"Entregue"
1243 ,"Vitor Gabriel Moraes"        ,     3423.08 ,"Brinquedo"           ,"2021-07-27"     ,"Devolvido"
1244 ,"Davi Gomes"                  ,     3833.78 ,"Ferramenta"          ,"2022-11-14"     ,"Entregue"
1247 ,"Benício Moreira"             ,     4463.75 ,"Utensílio Doméstico" ,"2020-11-04"     ,"Extraviado"
1248 ,"Sr. Marcelo Pires"           ,     2278.46 ,"Utensílio Doméstico" ,"2021-11-18"     ,"Cancelado"
1249 ,"Eloá Carvalho"               ,     1833.73 ,"Utensílio Doméstico" ,"2023-11-10"     ,"Em Devolução"
1250 ,"Sofia Duarte"                ,     3017.51 ,"Brinquedo"           ,"2021-03-15"     ,"Entregue"
1251 ,"Amanda Cardoso"              ,     3981.96 ,"Ferramenta"          ,"2024-04-05"     ,"Devolvido"
1252 ,"Felipe Moraes"               ,     1765.46 ,"Utensílio Doméstico" ,"2024-12-11"     ,"Em Devolução"
1253 ,"Gustavo Viana"               ,     4464.42 ,"Brinquedo"           ,"2024-06-28"     ,"Entregue"
1254 ,"Hadassa da Costa"            ,     2132.67 ,"Ferramenta"          ,"2023-05-25"     ,"Cancelado"
1255 ,"Matheus Fogaça"              ,     2647.19 ,"Utensílio Doméstico" ,"2022-08-26"     ,"Devolvido"
1256 ,"Theo Caldeira"               ,     3172.98 ,"Utensílio Doméstico" ,"2022-09-11"     ,"Entregue"
1257 ,"Vinicius Peixoto"            ,     2112.94 ,"Utensílio Doméstico" ,"2021-02-24"     ,"Devolvido"
1258 ,"Luana Albuquerque"           ,     2076.72 ,"Ferramenta"          ,"2024-10-01"     ,"Cancelado"
1259 ,"Elisa Ribeiro"               ,     2267.59 ,"Utensílio Doméstico" ,"2024-04-10"     ,"Em Devolução"
1261 ,"José Pedro Carvalho"         ,     1969    ,"Utensílio Doméstico" ,"2022-08-17"     ,"Extraviado"
1263 ,"Gustavo Henrique Andrade"    ,     1834.88 ,"Ferramenta"          ,"2020-11-21"     ,"Extraviado"
1264 ,"Srta. Manuela Macedo"        ,     1168.25 ,"Ferramenta"          ,"2023-01-04"     ,"Devolvido"
1265 ,"Heloisa da Luz"              ,     1659.38 ,"Utensílio Doméstico" ,"2021-01-24"     ,"Entregue"
1266 ,"Leandro Almeida"             ,     2275.51 ,"Brinquedo"           ,"2021-02-19"     ,"Extraviado"
1269 ,"Augusto Albuquerque"         ,     4453.87 ,"Brinquedo"           ,"2020-05-09"     ,"Devolvido"
1270 ,"Lunna Azevedo"               ,     4896.64 ,"Utensílio Doméstico" ,"2023-12-04"     ,"Entregue"
1271 ,"Dr. Davi Luiz Cunha"         ,     3462.85 ,"Utensílio Doméstico" ,"2021-09-10"     ,"Extraviado"
1273 ,"Dr. Mateus Albuquerque"      ,     3142.3  ,"Ferramenta"          ,"2021-06-15"     ,"Cancelado"
1274 ,"Vitor Nascimento"            ,     3662.79 ,"Brinquedo"           ,"2023-10-29"     ,"Em Devolução"
1275 ,"Nicole Teixeira"             ,     3782.91 ,"Ferramenta"          ,"2019-04-02"     ,"Em Devolução"
1277 ,"Cecilia Pinto"               ,     1982.24 ,"Ferramenta"          ,"2024-03-18"     ,"Extraviado"
1278 ,"Clara Barros"                ,     3275.22 ,"Utensílio Doméstico" ,"2020-12-24"     ,"Extraviado"
1280 ,"Enzo Gabriel Silva"          ,     2668.39 ,"Brinquedo"           ,"2019-06-21"     ,"Em Devolução"
1281 ,"Bella Pinto"                 ,     4560.92 ,"Ferramenta"          ,"2022-10-09"     ,"Cancelado"
1282 ,"Srta. Ana Cecília da Cunha"  ,     3967.75 ,"Ferramenta"          ,"2021-01-15"     ,"Extraviado"
1283 ,"Dra. Maria Flor Alves"       ,     4053.55 ,"Ferramenta"          ,"2022-10-03"     ,"Em Devolução"
1284 ,"Theo Borges"                 ,     3998.36 ,"Ferramenta"          ,"2021-02-24"     ,"Em Devolução"
1285 ,"Clarice Marques"             ,     2974    ,"Brinquedo"           ,"2020-06-01"     ,"Extraviado"
1287 ,"Maria Júlia Albuquerque"     ,     4367.95 ,"Ferramenta"          ,"2020-11-11"     ,"Entregue"
1288 ,"Yan Melo"                    ,     3741.5  ,"Utensílio Doméstico" ,"2024-11-11"     ,"Em Devolução"
1289 ,"Julia Rodrigues"             ,     1242.01 ,"Ferramenta"          ,"2019-03-25"     ,"Devolvido"
1291 ,"Antônio da Mata"             ,     3880.01 ,"Ferramenta"          ,"2023-06-10"     ,"Extraviado"
1292 ,"José Miguel Rodrigues"       ,     2345.64 ,"Utensílio Doméstico" ,"2023-01-30"     ,"Devolvido"
1293 ,"Sra. Giovanna Teixeira"      ,     3361.59 ,"Utensílio Doméstico" ,"2022-03-05"     ,"Devolvido"
1294 ,"Dr. José Costela"            ,     4655.82 ,"Ferramenta"          ,"2019-09-12"     ,"Devolvido"
1295 ,"Sr. Vitor Rodrigues"         ,     2327.55 ,"Ferramenta"          ,"2024-04-02"     ,"Extraviado"
1296 ,"Eduardo Farias"              ,     1155.56 ,"Ferramenta"          ,"2024-01-29"     ,"Entregue"
1300 ,"Alexandre Viana"             ,     4856.31 ,"Ferramenta"          ,"2019-11-05"     ,"Devolvido"
1301 ,"Pedro Miguel Cardoso"        ,     4614.82 ,"Ferramenta"          ,"2021-01-17"     ,"Em Devolução"
1302 ,"Rhavi Rios"                  ,     1763.57 ,"Brinquedo"           ,"2023-11-29"     ,"Devolvido"
1303 ,"Gabriel Azevedo"             ,     4425.88 ,"Ferramenta"          ,"2022-04-17"     ,"Cancelado"
1304 ,"Lara Cavalcanti"             ,     2725.92 ,"Ferramenta"          ,"2022-03-06"     ,"Cancelado"
1306 ,"Ísis Pereira"                ,     1906.65 ,"Brinquedo"           ,"2021-04-22"     ,"Devolvido"
1307 ,"Juliana das Neves"           ,     1794.16 ,"Brinquedo"           ,"2020-09-16"     ,"Cancelado"
1308 ,"Lara da Luz"                 ,     3396.07 ,"Utensílio Doméstico" ,"2022-03-24"     ,"Cancelado"
1309 ,"Luiza Fernandes"             ,     1629.94 ,"Ferramenta"          ,"2020-02-21"     ,"Cancelado"
1310 ,"Cecília Abreu"               ,     2462.21 ,"Utensílio Doméstico" ,"2023-07-02"     ,"Em Devolução"
1314 ,"Gael Pires"                  ,     2356.51 ,"Brinquedo"           ,"2021-02-15"     ,"Entregue"
1316 ,"Isabella da Mota"            ,     2128.66 ,"Brinquedo"           ,"2020-02-10"     ,"Extraviado"
1317 ,"Ana Vitória Oliveira"        ,     3102.51 ,"Ferramenta"          ,"2021-09-08"     ,"Devolvido"
1318 ,"Dra. Milena Moraes"          ,     3798.66 ,"Ferramenta"          ,"2024-05-14"     ,"Entregue"
1319 ,"Srta. Esther Cavalcante"     ,     4798.69 ,"Brinquedo"           ,"2021-08-23"     ,"Extraviado"
1320 ,"Paulo Porto"                 ,     1178.25 ,"Ferramenta"          ,"2021-05-14"     ,"Cancelado"
1321 ,"José Lopes"                  ,     1666.03 ,"Ferramenta"          ,"2024-04-15"     ,"Entregue"
1322 ,"Dr. Caleb das Neves"         ,     2829.56 ,"Ferramenta"          ,"2019-03-08"     ,"Devolvido"
1323 ,"José Costa"                  ,     2751.27 ,"Brinquedo"           ,"2023-07-29"     ,"Cancelado"
1324 ,"Maya Vasconcelos"            ,     3909.58 ,"Utensílio Doméstico" ,"2022-10-24"     ,"Devolvido"
1325 ,"Maria Julia Sampaio"         ,     2364.18 ,"Utensílio Doméstico" ,"2024-04-12"     ,"Cancelado"
1326 ,"Ravi Lucca Fogaça"           ,     1435.48 ,"Brinquedo"           ,"2023-12-24"     ,"Entregue"
1327 ,"João Lucas Duarte"           ,     3112.87 ,"Utensílio Doméstico" ,"2023-12-07"     ,"Entregue"
1329 ,"Luiz Felipe Fonseca"         ,     1168.52 ,"Utensílio Doméstico" ,"2019-01-10"     ,"Entregue"
1330 ,"Daniel Rios"                 ,     3735.42 ,"Utensílio Doméstico" ,"2022-03-30"     ,"Extraviado"
1331 ,"Levi Alves"                  ,     4309.57 ,"Brinquedo"           ,"2020-11-20"     ,"Extraviado"
1332 ,"João Guilherme Jesus"        ,     3261.47 ,"Brinquedo"           ,"2023-01-09"     ,"Devolvido"
1333 ,"Clara Guerra"                ,     1858.63 ,"Utensílio Doméstico" ,"2024-03-13"     ,"Devolvido"
1334 ,"Ana Liz Castro"              ,     3336.98 ,"Brinquedo"           ,"2019-10-02"     ,"Em Devolução"
1336 ,"Srta. Stephany Aparecida"    ,     1244.66 ,"Utensílio Doméstico" ,"2023-12-10"     ,"Extraviado"
1337 ,"Dra. Maria Julia Cirino"     ,     1505.47 ,"Brinquedo"           ,"2021-01-25"     ,"Em Devolução"
1338 ,"Antonella Barros"            ,     4067.77 ,"Utensílio Doméstico" ,"2022-05-11"     ,"Devolvido"
1339 ,"Guilherme da Luz"            ,     1706.64 ,"Utensílio Doméstico" ,"2020-12-19"     ,"Entregue"
1340 ,"Sra. Joana Moreira"          ,     4078.78 ,"Ferramenta"          ,"2024-08-11"     ,"Em Devolução"
1341 ,"Pietro Novaes"               ,     4881.21 ,"Utensílio Doméstico" ,"2019-12-01"     ,"Entregue"
1343 ,"Sr. Gael Ramos"              ,     2890.54 ,"Utensílio Doméstico" ,"2023-09-30"     ,"Em Devolução"
1344 ,"Isabella Marques"            ,     1253.05 ,"Brinquedo"           ,"2022-02-18"     ,"Em Devolução"
1345 ,"Sra. Catarina Melo"          ,     3823.84 ,"Ferramenta"          ,"2023-08-18"     ,"Devolvido"
1346 ,"Yago Barros"                 ,     2996.04 ,"Utensílio Doméstico" ,"2023-12-03"     ,"Extraviado"
1347 ,"Sr. Bruno Caldeira"          ,     4513.97 ,"Brinquedo"           ,"2021-07-26"     ,"Devolvido"
1348 ,"Dr. Lucas Gabriel Garcia"    ,     4186.28 ,"Utensílio Doméstico" ,"2022-01-27"     ,"Devolvido"
1349 ,"Bárbara Carvalho"            ,     1857.21 ,"Ferramenta"          ,"2020-11-25"     ,"Cancelado"
1351 ,"Sr. Augusto Jesus"           ,     3298.54 ,"Utensílio Doméstico" ,"2022-11-15"     ,"Extraviado"
1352 ,"Sra. Maria Julia Aragão"     ,     4065.26 ,"Utensílio Doméstico" ,"2022-08-08"     ,"Extraviado"
1353 ,"Srta. Maria Alice Barbosa"   ,     2775.54 ,"Utensílio Doméstico" ,"2021-06-13"     ,"Entregue"
1354 ,"Maria Pereira"               ,     1369.88 ,"Utensílio Doméstico" ,"2024-05-29"     ,"Extraviado"
1355 ,"Leonardo Nunes"              ,     3546.75 ,"Ferramenta"          ,"2024-02-04"     ,"Cancelado"
1356 ,"Maria Sophia Cirino"         ,     1982.05 ,"Brinquedo"           ,"2019-03-09"     ,"Em Devolução"
1358 ,"Davi Alves"                  ,     1781.51 ,"Ferramenta"          ,"2021-02-07"     ,"Em Devolução"
1359 ,"Nathan Pimenta"              ,     1374.52 ,"Utensílio Doméstico" ,"2023-02-22"     ,"Em Devolução"
1360 ,"Lorenzo Marques"             ,     1594.02 ,"Ferramenta"          ,"2023-09-29"     ,"Devolvido"
1361 ,"Dra. Sabrina Melo"           ,     2743.62 ,"Utensílio Doméstico" ,"2019-06-26"     ,"Em Devolução"
1362 ,"Vitor Gabriel Guerra"        ,     1831.76 ,"Ferramenta"          ,"2023-09-29"     ,"Entregue"
1364 ,"Lucas Gabriel Fogaça"        ,     1206.3  ,"Utensílio Doméstico" ,"2024-09-23"     ,"Cancelado"
1366 ,"Laura Andrade"               ,     4863.26 ,"Ferramenta"          ,"2019-01-02"     ,"Em Devolução"
1367 ,"Sr. Yan Sampaio"             ,     4472.9  ,"Brinquedo"           ,"2019-11-18"     ,"Extraviado"
1368 ,"Emanuel Porto"               ,     2232.54 ,"Ferramenta"          ,"2023-01-29"     ,"Cancelado"
1370 ,"Maria Laura Aparecida"       ,     1975.07 ,"Ferramenta"          ,"2020-05-11"     ,"Cancelado"
1371 ,"Larissa Farias"              ,     2715.16 ,"Utensílio Doméstico" ,"2020-01-08"     ,"Extraviado"
1372 ,"Luiz Gustavo Câmara"         ,     3819.52 ,"Utensílio Doméstico" ,"2019-12-25"     ,"Entregue"
1373 ,"Nicole Fonseca"              ,     2103.78 ,"Ferramenta"          ,"2024-04-04"     ,"Em Devolução"
1375 ,"André Rodrigues"             ,     4357.38 ,"Utensílio Doméstico" ,"2021-05-04"     ,"Em Devolução"
1377 ,"Sr. Arthur Miguel Aragão"    ,     1309.29 ,"Brinquedo"           ,"2023-08-30"     ,"Em Devolução"
1378 ,"Diogo Vasconcelos"           ,     3739.78 ,"Utensílio Doméstico" ,"2019-12-02"     ,"Devolvido"
1380 ,"Lívia Silva"                 ,     4645.48 ,"Utensílio Doméstico" ,"2020-06-27"     ,"Entregue"
1381 ,"Luiz Otávio Moraes"          ,     3140.5  ,"Ferramenta"          ,"2020-04-19"     ,"Em Devolução"
1382 ,"Ana Sophia Cardoso"          ,     3113.19 ,"Brinquedo"           ,"2021-06-12"     ,"Cancelado"
1383 ,"Marcela Brito"               ,     1767.23 ,"Utensílio Doméstico" ,"2021-08-03"     ,"Extraviado"
1386 ,"Ana Lívia da Cunha"          ,     2344.77 ,"Utensílio Doméstico" ,"2024-12-26"     ,"Cancelado"
1388 ,"Olívia da Costa"             ,     1422.21 ,"Ferramenta"          ,"2020-08-28"     ,"Extraviado"
1390 ,"Vitor Aragão"                ,     2797.2  ,"Brinquedo"           ,"2019-11-12"     ,"Devolvido"
1391 ,"Amanda Vargas"               ,     2895.45 ,"Ferramenta"          ,"2021-07-11"     ,"Entregue"
1392 ,"Marina Caldeira"             ,     2334    ,"Utensílio Doméstico" ,"2023-04-12"     ,"Entregue"
1393 ,"Nicole Castro"               ,     2078.52 ,"Ferramenta"          ,"2020-01-07"     ,"Entregue"
1395 ,"Theodoro Camargo"            ,     1344.21 ,"Utensílio Doméstico" ,"2024-08-07"     ,"Devolvido"
1396 ,"Sr. Luiz Henrique Vargas"    ,     3543.27 ,"Ferramenta"          ,"2021-11-01"     ,"Em Devolução"
1397 ,"Ana Júlia Costa"             ,     3836.73 ,"Utensílio Doméstico" ,"2024-04-05"     ,"Cancelado"
1398 ,"Felipe Silveira"             ,     1991.75 ,"Ferramenta"          ,"2022-07-02"     ,"Em Devolução"
1400 ,"Marina Andrade"              ,     2972.11 ,"Utensílio Doméstico" ,"2023-02-03"     ,"Devolvido"
1401 ,"Marcos Vinicius Siqueira"    ,     3438.49 ,"Ferramenta"          ,"2020-04-01"     ,"Em Devolução"
1402 ,"Davi Lucca Camargo"          ,     4590.17 ,"Brinquedo"           ,"2022-09-05"     ,"Cancelado"
1403 ,"Arthur Lopes"                ,     4246.46 ,"Brinquedo"           ,"2022-06-17"     ,"Devolvido"
1404 ,"Ana Vitória Ramos"           ,     4100.16 ,"Utensílio Doméstico" ,"2023-04-07"     ,"Em Devolução"
1405 ,"Ana Vitória Vasconcelos"     ,     4766.3  ,"Ferramenta"          ,"2021-07-21"     ,"Cancelado"
1406 ,"Dra. Cecilia Cavalcante"     ,     3165.99 ,"Ferramenta"          ,"2019-12-02"     ,"Extraviado"
1407 ,"Ian Alves"                   ,     3935.65 ,"Utensílio Doméstico" ,"2022-02-24"     ,"Extraviado"
1408 ,"Maria Alice Pinto"           ,     4938.61 ,"Brinquedo"           ,"2023-06-01"     ,"Em Devolução"
1409 ,"Sra. Bárbara Jesus"          ,     2886.15 ,"Ferramenta"          ,"2023-08-22"     ,"Em Devolução"
1410 ,"Emanuel Fernandes"           ,     1772.6  ,"Brinquedo"           ,"2022-10-07"     ,"Extraviado"
1411 ,"Sr. Marcos Vinicius Sousa"   ,     4558.54 ,"Utensílio Doméstico" ,"2023-06-18"     ,"Cancelado"
1412 ,"Isaac Garcia"                ,     3761.68 ,"Brinquedo"           ,"2021-01-29"     ,"Entregue"
1413 ,"Sophia das Neves"            ,     2789.5  ,"Ferramenta"          ,"2024-10-14"     ,"Cancelado"
1414 ,"Beatriz Rodrigues"           ,     4753.96 ,"Brinquedo"           ,"2024-11-02"     ,"Devolvido"
1416 ,"Dra. Bianca Sampaio"         ,     2940.47 ,"Utensílio Doméstico" ,"2023-09-04"     ,"Devolvido"
1417 ,"Srta. Sophie Camargo"        ,     3064.72 ,"Ferramenta"          ,"2020-08-07"     ,"Cancelado"
1418 ,"Dra. Eloá Garcia"            ,     1625.85 ,"Brinquedo"           ,"2019-07-07"     ,"Extraviado"
1419 ,"Anthony Camargo"             ,     3914.8  ,"Utensílio Doméstico" ,"2024-05-09"     ,"Cancelado"
1420 ,"Sra. Luiza Caldeira"         ,     4736.64 ,"Utensílio Doméstico" ,"2023-01-21"     ,"Devolvido"
1421 ,"Dr. Ryan Vasconcelos"        ,     2817.34 ,"Ferramenta"          ,"2020-05-16"     ,"Em Devolução"
1422 ,"Yuri Barbosa"                ,     3557.31 ,"Ferramenta"          ,"2023-09-07"     ,"Em Devolução"
1423 ,"Eloá Alves"                  ,     4239.23 ,"Utensílio Doméstico" ,"2023-12-19"     ,"Em Devolução"
1424 ,"Valentim Jesus"              ,     3944.78 ,"Utensílio Doméstico" ,"2022-08-25"     ,"Devolvido"
1425 ,"Pedro Lucas Santos"          ,     1982.31 ,"Ferramenta"          ,"2023-02-06"     ,"Entregue"
1426 ,"Antônio Pastor"              ,     2851.83 ,"Ferramenta"          ,"2019-10-22"     ,"Devolvido"
1427 ,"Eloá Macedo"                 ,     4012.54 ,"Brinquedo"           ,"2022-05-22"     ,"Entregue"
1428 ,"Aurora Ramos"                ,     1874.89 ,"Brinquedo"           ,"2022-07-12"     ,"Em Devolução"
1429 ,"Sr. Thiago Marques"          ,     3191.45 ,"Utensílio Doméstico" ,"2019-03-27"     ,"Extraviado"
1431 ,"Maria Júlia Melo"            ,     2900.64 ,"Brinquedo"           ,"2020-08-04"     ,"Cancelado"
1432 ,"Vitor Hugo Fonseca"          ,     1007.19 ,"Ferramenta"          ,"2019-12-16"     ,"Entregue"
1433 ,"Cecília Marques"             ,     2908.39 ,"Brinquedo"           ,"2019-05-31"     ,"Extraviado"
1434 ,"Rhavi Gonçalves"             ,     4332.44 ,"Utensílio Doméstico" ,"2022-05-25"     ,"Entregue"
1435 ,"Ayla da Luz"                 ,     4794.22 ,"Brinquedo"           ,"2021-11-22"     ,"Extraviado"
1436 ,"Juan Casa Grande"            ,     4625.44 ,"Ferramenta"          ,"2021-02-26"     ,"Extraviado"
1437 ,"Davi Miguel Ribeiro"         ,     4707.92 ,"Ferramenta"          ,"2024-03-08"     ,"Extraviado"
1438 ,"Cecilia Pastor"              ,     4420.76 ,"Ferramenta"          ,"2022-05-09"     ,"Devolvido"
